age,balance,churned,conversion_rate,credit_score,income,industry_segment,monthly_spend,region,risk_score,score,sex,tenure_months,transaction_amount
41.2446,28187.5455,no,0.35,803.5058,195338.2446,smb,2500.0,west,0.1376,28.6879,male,84.0,13921.7437
56.1516,905857.4891,no,0.02,429.3928,45706.3661,enterprise,2500.0,north,0.6089,42.3255,male,84.0,4753.5669
57.615,622810.5683,no,0.0628,802.0126,150448.9374,smb,2500.0,south,0.632,57.5047,female,84.0,5826.1485
53.3812,187313.9118,no,0.35,614.0907,108820.5236,enterprise,2500.0,west,0.5441,78.6412,male,61.4071,407.6658
33.7263,16242.2311,no,0.35,506.8815,220149.3654,smb,2500.0,north,0.7715,73.5187,other,40.5697,887.6694
46.8066,695389.252,no,0.35,786.8986,19867.0606,mid_market,2500.0,south,0.4577,29.3443,other,6.2129,3990.1972
42.6899,815406.0807,no,0.35,321.9725,194423.2491,mid_market,2500.0,west,0.8621,4.7804,other,79.032,5465.0589
45.2637,956478.7178,no,0.339,412.0903,207928.4788,smb,2500.0,north,0.7973,26.6721,other,10.8308,8490.5687
36.2135,102597.9078,no,0.3279,477.384,134328.8132,smb,2500.0,west,0.1666,44.3908,male,54.2084,14536.5611
57.6471,791477.8288,no,0.0574,702.7103,122456.8592,enterprise,2500.0,north,0.7499,15.9987,female,4.7057,16973.5375
32.6317,645162.8757,no,0.35,869.6803,10683.2119,smb,1542.8473,south,0.4499,37.0965,male,53.8288,1538.6317
37.4919,278689.7663,no,0.35,315.548,56628.3668,smb,2500.0,south,0.9135,11.7761,other,84.0,14081.0522
74.8217,491200.1953,no,0.1226,811.6958,136160.7629,smb,2500.0,south,0.4451,8.7791,other,82.1496,16910.5789
22.0262,542171.3612,no,0.35,810.8172,213830.9221,enterprise,2500.0,north,0.6377,79.3696,male,61.5419,2428.1277
19.6296,554021.4373,no,0.35,782.197,165942.4332,mid_market,2500.0,east,0.0862,30.9291,female,84.0,14377.6743
78.2875,642338.5894,no,0.35,708.0654,104009.9194,smb,2500.0,east,0.7803,63.9794,female,22.6536,19325.326
50.1223,304124.5428,no,0.162,860.8427,68415.6151,enterprise,2500.0,south,0.5189,28.4048,other,10.3843,3926.8421
51.0756,502573.1447,no,0.1686,864.9642,47104.0858,enterprise,2500.0,east,0.7206,60.5139,other,84.0,11272.7971
65.8034,264655.9078,no,0.2108,643.2823,185814.4195,smb,312.5561,west,0.889,54.5577,male,77.387,6042.5802
46.1197,688613.5717,no,0.1581,549.373,139868.2052,mid_market,2500.0,north,0.1437,86.1485,male,38.9987,19760.4794
49.9288,106183.9336,no,0.2417,373.5131,135429.2076,mid_market,1417.3676,south,0.0506,94.5385,female,84.0,8363.2767
65.3135,498265.5421,no,0.35,599.2558,93253.6041,enterprise,241.5312,east,0.9452,50.5444,male,84.0,4303.6733
48.6834,882339.4764,no,0.35,582.3521,161470.534,enterprise,2500.0,west,0.4309,88.2456,female,84.0,15277.3714
53.3575,194655.3019,no,0.35,344.119,151772.4032,mid_market,2500.0,south,0.2797,98.9091,male,81.9674,2377.1016
52.5856,365606.3732,no,0.1443,661.4778,121014.7382,smb,412.1465,north,0.0389,71.3592,male,84.0,10387.1349
75.7449,318530.0318,no,0.35,669.9003,252937.9763,enterprise,2500.0,south,0.5073,50.9714,male,59.2918,11258.9223
59.776,979898.0312,no,0.35,778.0529,217871.9396,smb,2500.0,east,0.0266,47.459,other,84.0,15658.2969
47.7878,524232.3326,no,0.35,764.7637,114676.9106,mid_market,2500.0,west,0.2422,57.257,female,84.0,3816.4958
43.6035,203891.6827,no,0.35,666.8868,142010.0337,smb,2500.0,west,0.7274,70.5775,male,62.7233,11218.1746
77.3145,459663.532,no,0.35,627.7639,203084.7044,mid_market,2500.0,south,0.6807,80.3653,female,32.4591,9684.1179
76.3721,982260.2965,no,0.35,722.9406,207381.7336,enterprise,2500.0,west,0.4798,56.0488,male,84.0,14433.5659
68.7394,954608.8634,no,0.35,474.2716,87001.4721,smb,2500.0,south,0.3464,44.2376,other,31.5168,9582.1062
61.1626,137272.9548,no,0.35,652.0983,73494.9535,enterprise,2500.0,north,0.531,63.7945,female,7.2464,8266.614
77.8002,977910.7118,no,0.1579,691.7357,264313.5897,enterprise,2500.0,north,0.6505,75.5911,other,35.1822,5709.0214
63.7986,850333.1016,no,0.0373,852.8825,125947.6097,smb,2500.0,south,0.9339,3.634,female,84.0,15759.4246
18.5746,567961.8687,no,0.1073,889.7963,86083.9341,mid_market,2500.0,north,0.5433,49.3912,female,84.0,17021.3437
38.5024,731119.2338,no,0.35,731.1589,5211.1745,mid_market,2500.0,south,0.295,67.4401,female,23.9862,12219.479
42.8517,95385.1058,no,0.35,586.4725,280811.7907,mid_market,78.2329,south,0.3836,44.6736,other,32.7723,6593.1764
32.6508,667786.1148,no,0.35,395.8301,206136.0123,mid_market,2500.0,north,0.8878,76.9841,female,83.1446,12774.5878
77.3564,478181.8997,no,0.35,893.3028,112713.8278,smb,2500.0,east,0.9128,75.7351,other,84.0,16512.2446
45.6984,703766.1252,no,0.0781,638.5012,19465.6562,enterprise,2500.0,north,0.5055,57.2702,other,18.8324,6563.0246
54.1552,90941.6445,no,0.35,785.2152,136576.2578,mid_market,2500.0,south,0.4568,5.7737,female,56.023,16138.5001
64.2399,578311.2651,no,0.0453,506.7173,20064.2137,enterprise,2500.0,north,0.9346,6.9019,other,84.0,635.6657
78.6567,645880.8181,no,0.35,895.714,115361.406,smb,2500.0,south,0.9068,37.5646,female,82.2449,13236.189
29.0654,537258.4864,no,0.35,736.7149,67584.3746,enterprise,44.6982,north,0.0227,29.8363,male,81.1465,10889.3623
39.4619,275649.7278,no,0.35,735.0144,34740.547,enterprise,2500.0,east,0.4192,76.6053,other,84.0,313.9003
20.0817,597784.8967,no,0.35,329.2058,222421.7825,enterprise,2500.0,south,0.2343,21.7269,other,84.0,1129.8243
55.0709,672531.9014,no,0.3207,481.0587,43834.8698,smb,2500.0,west,0.221,30.0501,other,8.254,18970.4566
48.7285,972290.2353,no,0.35,702.8055,235955.5742,enterprise,2500.0,north,0.4163,14.9218,male,45.7988,15088.5675
71.1676,144351.7492,no,0.35,334.5744,124390.5692,mid_market,2500.0,south,0.53,38.8419,female,31.3445,6605.9296
51.2094,829406.2852,no,0.0515,526.3008,181885.8645,mid_market,405.0801,north,0.0728,80.4651,male,70.9225,13429.339
36.7977,908994.1607,no,0.2118,414.0142,222701.0857,enterprise,2500.0,south,0.7543,91.4441,male,83.7795,14075.6679
41.601,533650.1274,no,0.35,456.937,154332.1455,mid_market,2500.0,south,0.0986,98.1318,male,56.8694,16794.7839
20.8344,864084.8415,no,0.35,309.7319,166440.1575,mid_market,2500.0,south,0.72,29.5192,male,24.3468,4601.1425
65.3284,488621.1005,no,0.35,743.7565,138787.8705,smb,2500.0,east,0.3522,13.9959,female,66.039,3681.7714
76.6017,668215.5434,no,0.35,547.4353,252920.8703,smb,2322.0196,west,0.7072,0.9141,female,61.1822,7464.6407
18.41,551643.5609,no,0.02,617.6506,83147.4804,enterprise,2500.0,east,0.0171,81.3157,other,81.2099,16123.5478
27.2316,191932.057,no,0.35,789.1286,80930.0963,mid_market,2500.0,east,0.3731,40.6027,other,68.2353,19804.6704
79.4838,649894.4518,no,0.0317,543.167,113773.701,smb,2500.0,east,0.6367,70.2845,other,10.8396,16906.7506
74.9874,229766.4971,no,0.35,715.3726,170468.46,enterprise,2500.0,south,0.9242,68.4429,female,34.3644,10861.0709
77.6111,587036.1041,no,0.35,727.6268,120090.5101,mid_market,778.6055,north,0.1625,24.0472,other,84.0,7783.743
62.8981,500792.8516,no,0.35,332.2179,131689.3876,enterprise,2500.0,south,0.3406,76.9006,male,84.0,7934.6643
48.4174,355811.1977,no,0.35,559.1088,204228.7626,mid_market,2500.0,north,0.0857,61.8616,male,84.0,14262.4575
62.124,633900.882,no,0.35,490.0069,32858.7244,mid_market,61.9003,west,0.3083,35.9917,other,33.1022,2651.0076
52.3939,408044.1751,no,0.0263,512.3486,28826.2139,smb,2500.0,north,0.3244,38.5238,other,35.7298,7756.6034
50.3085,685315.9918,no,0.1695,461.3514,81253.6323,mid_market,1467.8889,north,0.1672,27.5962,other,36.6705,15653.5498
56.7521,593806.398,no,0.1955,364.1834,92092.7407,mid_market,2500.0,north,0.3322,62.0192,male,84.0,6591.5048
37.8812,947278.922,no,0.2009,488.51,289407.8123,mid_market,2500.0,west,0.2914,69.4958,male,59.4299,11518.0098
68.6227,392935.1297,no,0.1139,638.3103,178075.8832,mid_market,2500.0,south,0.6817,55.0099,other,84.0,9232.9828
22.2878,847787.93,no,0.35,703.7866,42614.5577,smb,2500.0,west,0.2527,15.4143,other,51.3522,7540.4394
42.8499,506612.643,no,0.35,715.0253,163549.9158,enterprise,2500.0,north,0.3595,89.5502,other,64.8918,12763.9692
59.211,166338.4933,no,0.35,637.9322,193864.33,mid_market,2500.0,north,0.9668,33.1597,other,84.0,2119.7851
64.3049,557993.4163,no,0.35,432.619,112861.7508,enterprise,2500.0,south,0.6796,69.0437,male,18.9386,19954.0568
75.0739,85854.7994,no,0.35,738.0904,105150.267,mid_market,2500.0,east,0.7843,52.1115,male,42.4477,1953.363
20.7703,710778.9898,no,0.0226,505.8468,33699.4419,smb,2500.0,west,0.9299,74.0489,male,62.4033,11038.6539
32.375,405047.4363,no,0.1845,684.2873,130208.2013,enterprise,301.6308,south,0.6141,19.7324,other,71.4722,7777.3268
68.1412,62563.7515,no,0.1018,823.1876,56900.9909,smb,2500.0,west,0.4576,26.2353,other,84.0,10554.7727
42.3377,114232.0733,no,0.35,574.7164,52585.7264,enterprise,2500.0,north,0.8006,91.8683,male,71.23,13442.5295
25.2508,373306.071,no,0.1414,533.078,179331.3194,smb,2500.0,north,0.423,48.667,male,64.9481,18383.3008
35.9078,187098.58,no,0.35,671.646,259791.147,mid_market,2500.0,west,0.4846,19.5128,male,46.6894,11232.08
62.0288,443851.7428,no,0.1673,639.2387,238968.386,smb,2213.0898,east,0.0327,22.4843,other,35.3518,15615.0232
25.0808,775113.0279,no,0.35,520.1171,246960.6674,mid_market,425.6891,east,0.719,54.6353,male,84.0,2049.2264
34.2945,862199.6255,no,0.087,819.1743,36098.4219,enterprise,2500.0,north,0.2099,73.7613,female,83.0069,17221.1129
68.4389,805440.4934,no,0.35,619.3685,179460.4481,enterprise,1692.0899,west,0.979,29.2635,female,69.1555,19047.9945
79.5341,867047.5904,no,0.1269,819.6473,75653.4953,smb,2500.0,west,0.8285,76.1474,male,81.4719,9789.6851
46.0235,633627.7634,no,0.35,355.8569,155168.4282,smb,2500.0,east,0.9363,36.9071,other,84.0,6546.4583
78.2733,634840.5455,no,0.35,810.0637,238907.7001,mid_market,2500.0,north,0.9681,82.4848,other,59.8711,6457.9801
70.8502,788303.6535,no,0.35,757.3524,14736.9348,enterprise,2500.0,west,0.8367,1.6281,female,84.0,3160.5123
79.733,909407.2143,no,0.35,481.1193,262452.5874,enterprise,2500.0,west,0.0933,36.0435,other,10.808,13290.5117
36.9416,699441.3715,no,0.2341,693.2911,211405.7139,enterprise,20.8522,south,0.4768,13.27,female,27.9167,13599.9745
79.2656,422313.9338,no,0.1322,342.497,115537.9078,smb,2500.0,north,0.1024,31.3351,female,84.0,2743.4488
50.8915,8474.742,no,0.35,564.0597,217007.1759,enterprise,2500.0,north,0.1514,41.171,female,82.7014,17199.3905
54.5536,384031.9093,no,0.35,488.7022,42809.2265,smb,2500.0,south,0.0842,55.3397,female,72.4009,12152.2544
50.1004,509522.5661,no,0.35,477.3252,17316.1702,smb,2500.0,east,0.9547,49.4888,male,14.4165,9992.1512
75.9033,131982.8807,no,0.35,641.0282,110258.3264,enterprise,2500.0,south,0.7627,95.4453,female,84.0,334.7713
20.4693,60468.8596,no,0.35,603.9664,188942.6381,mid_market,2500.0,east,0.4154,70.1811,male,10.8089,10731.7598
22.8993,920924.8588,no,0.35,393.2263,98698.3386,smb,2500.0,north,0.7632,64.984,female,77.5354,6204.0797
33.1577,924627.7543,no,0.116,667.3781,17453.5573,enterprise,2500.0,west,0.6581,17.5646,male,2.5071,2745.0987
50.4263,782987.1015,no,0.35,400.1778,38952.2516,mid_market,2500.0,east,0.2688,88.6415,male,84.0,588.0957
62.164,576651.6747,no,0.0771,573.1187,108677.0448,enterprise,2500.0,east,0.5669,36.7688,female,31.3588,2058.9954
71.2387,12288.073,no,0.046,518.3859,276147.737,enterprise,1797.8197,south,0.9603,3.5364,female,84.0,14280.702
43.8079,720287.9214,no,0.2713,346.7322,112469.6419,enterprise,2500.0,west,0.9019,17.9344,male,84.0,19628.2959
65.9587,310697.774,no,0.0864,574.0477,111306.8884,enterprise,2500.0,north,0.7845,73.9576,female,29.8675,7366.1043
18.3954,410036.1096,no,0.233,507.8542,252032.6281,enterprise,2500.0,north,0.951,0.1462,other,79.2192,16980.2707
78.9532,419815.842,no,0.35,883.5355,43569.6721,mid_market,2500.0,east,0.0439,23.1473,other,84.0,8261.723
23.9258,133513.8503,no,0.35,344.8983,170778.3978,smb,2500.0,south,0.9642,23.6772,male,32.0579,6300.8633
46.071,233611.2266,no,0.35,381.6671,231273.8394,enterprise,1098.6386,west,0.1057,44.9567,male,38.37,2415.614
46.7275,852482.1857,no,0.0904,784.5581,91960.2799,mid_market,2500.0,west,0.6033,21.5021,other,84.0,2967.3276
21.0349,298840.711,no,0.35,404.3206,285676.8854,enterprise,2500.0,east,0.556,55.0121,female,12.2723,2039.0451
69.4831,982567.2375,no,0.1307,794.204,112299.6834,enterprise,2500.0,north,0.6447,58.2324,other,31.7997,16255.1291
45.4927,128791.549,no,0.35,797.6137,100133.4175,mid_market,436.5362,east,0.461,16.7989,male,69.2922,16433.8863
60.3592,172807.2118,no,0.2147,412.2907,84676.5117,smb,2500.0,west,0.0346,61.9177,female,30.2484,5902.8082
23.4387,383015.276,no,0.35,685.5915,239362.1846,mid_market,2498.9861,west,0.9941,54.3657,male,3.3241,7650.5792
74.586,502393.2555,no,0.35,407.8895,96344.3926,smb,2198.0117,north,0.8958,77.8538,female,7.9724,19830.6349
24.2083,656864.4214,no,0.2665,789.7711,275260.5853,enterprise,568.5275,north,0.9964,21.9412,female,84.0,15948.0164
54.7362,806210.2254,no,0.35,848.388,9433.7643,smb,2500.0,south,0.9476,56.3606,female,68.01,3765.4851
48.4071,90257.3769,no,0.2326,431.2854,158408.1057,enterprise,20.0,east,0.9179,20.1464,female,16.5283,14339.0357
54.3698,917224.1475,no,0.35,807.8885,258340.1705,mid_market,2500.0,north,0.3736,94.1923,female,48.0759,2021.5424
63.4058,436868.3829,no,0.35,592.32,95867.7346,mid_market,2500.0,south,0.562,88.96,other,74.0314,7137.1541
60.6869,127348.3647,no,0.35,869.2729,284660.7498,smb,2500.0,east,0.9943,96.5184,male,4.8535,12048.171
26.7199,745343.3281,no,0.238,889.4278,51198.3376,enterprise,2500.0,south,0.0887,70.8966,female,77.0532,17733.1837
33.4715,67794.7801,no,0.2567,364.8208,1383.0661,mid_market,2500.0,west,0.7326,96.9102,female,84.0,9862.1468
69.386,788729.9945,no,0.35,754.9461,68449.2355,enterprise,2500.0,south,0.7992,3.3413,female,3.3893,5223.2931
73.0517,160904.4949,no,0.075,865.1005,293434.4153,smb,2500.0,west,0.9853,89.3226,female,84.0,8627.0354
