age,balance,churned,conversion_rate,credit_score,income,industry_segment,monthly_spend,region,risk_score,score,sex,tenure_months,transaction_amount
29.1254,14148.3673,no,0.4,464.5868,292314.1844,smb,600.0,south,0.6974,30.0,male,104.3469,9818.083
40.0,340705.9326,no,0.4,451.487,258655.1664,enterprise,600.0,south,0.0653,49.1747,female,69.6655,13729.3339
40.0,118451.5622,yes,0.4,663.7906,237431.5081,mid_market,600.0,east,0.5226,45.0514,other,53.6838,17203.4731
40.0,99233.5748,yes,0.4,675.309,80129.1915,mid_market,600.0,east,0.2399,55.1992,female,19.6274,8170.9429
35.8625,282718.3731,no,0.4,342.7079,70793.718,smb,600.0,north,0.7912,58.979,other,96.6648,3957.1865
27.2373,265632.4716,yes,0.1422,335.7828,237995.9413,smb,600.0,west,0.8242,90.0,male,53.2593,9374.4907
40.0,493795.2193,no,0.0804,323.9165,130176.5706,smb,600.0,south,0.2504,30.0,other,115.4674,16719.3363
20.4944,756268.8304,yes,0.4,690.9057,274905.7636,mid_market,600.0,south,0.5853,63.4785,male,59.5154,1825.7569
40.0,857733.0944,yes,0.3298,716.2042,87177.1208,enterprise,600.0,west,0.8136,55.0097,other,55.1243,6291.0286
40.0,1151.0674,yes,0.4,577.1858,17207.0215,smb,600.0,north,0.6226,49.8493,male,53.6029,1033.1839
40.0,698250.0291,no,0.1214,883.8881,183052.6285,mid_market,600.0,east,0.1584,55.0839,other,66.7179,1865.0908
40.0,498375.5047,no,0.4,605.3232,82754.0441,enterprise,600.0,south,0.9802,30.0,male,66.6005,7672.3367
39.0723,787717.4058,yes,0.2672,301.5392,218089.2438,mid_market,600.0,south,0.5799,65.9941,other,103.966,8931.5013
40.0,377210.0542,yes,0.4,821.761,294251.6148,smb,600.0,west,0.383,85.6013,male,49.8822,6364.2084
40.0,792393.6607,no,0.4,391.2632,289482.5071,smb,600.0,west,0.9654,33.1995,female,12.9434,16900.9434
40.0,409978.6197,yes,0.4,392.6167,141377.6897,mid_market,600.0,west,0.3386,69.2705,other,78.3306,17035.4541
20.2257,68420.7472,yes,0.4,852.5575,299230.351,enterprise,600.0,south,0.434,30.0,female,76.416,17451.7121
20.8514,796143.4652,yes,0.2934,524.9047,44525.3689,smb,600.0,north,0.5659,79.2519,male,21.2281,1580.288
40.0,143117.7201,yes,0.4,452.3864,77342.6857,mid_market,103.8803,south,0.8046,90.0,other,81.6357,3160.3545
40.0,690313.5125,yes,0.4,481.273,299812.6961,enterprise,600.0,west,0.1067,38.1364,male,43.7161,5918.1519
18.5021,865067.3977,yes,0.4,884.1617,273274.4692,enterprise,600.0,north,0.8328,90.0,other,93.3132,4603.1377
33.5389,755577.3237,yes,0.4,708.5131,41896.9923,smb,600.0,north,0.6275,30.0,female,94.8446,668.2573
40.0,326719.1257,yes,0.4,420.4769,236167.3305,mid_market,600.0,south,0.3659,50.1795,female,33.4308,3291.7239
40.0,75299.3609,yes,0.4,435.3688,203220.7937,enterprise,600.0,south,0.3974,84.5744,other,67.3202,1806.9672
25.6625,368585.6586,yes,0.4,457.2968,114926.6243,smb,600.0,north,0.3715,67.4837,other,57.1057,12391.3178
21.9195,823855.3514,no,0.4,481.3141,123080.4609,mid_market,600.0,west,0.9463,30.4365,male,59.6223,1944.7428
40.0,743140.1215,yes,0.4,551.4761,222938.4354,enterprise,600.0,south,0.4149,30.0,female,59.2323,8162.9096
40.0,950555.1699,no,0.4,359.6128,206018.3994,mid_market,600.0,east,0.9778,35.8674,other,48.3786,3796.9814
31.1506,639492.9185,no,0.4,330.3471,100719.2378,enterprise,600.0,south,0.787,30.0,female,99.7483,11084.6016
40.0,595981.6352,yes,0.2773,890.4169,296270.664,enterprise,600.0,south,0.7985,30.0,female,104.1073,2636.9328
28.8033,52399.0179,no,0.4,615.6513,223953.9172,smb,600.0,south,0.778,51.3238,male,13.9774,10077.27
40.0,31150.6395,no,0.4,808.3791,128455.8122,enterprise,600.0,north,0.7124,44.3562,male,108.0127,6442.9143
40.0,585364.6885,no,0.4,528.5426,179620.1647,mid_market,600.0,west,0.5056,43.0199,female,95.3784,2289.167
40.0,827419.2248,no,0.3987,737.7675,94451.9566,enterprise,600.0,east,0.2549,90.0,male,82.7317,9485.8834
23.987,738795.9985,yes,0.4,633.8224,176353.0597,smb,600.0,east,0.3296,30.0,male,43.0782,13307.1451
40.0,351646.1857,no,0.4,427.6433,197364.1546,mid_market,600.0,east,0.1082,84.5373,other,44.7398,15252.35
40.0,829460.79,yes,0.2674,408.2496,211106.9331,enterprise,600.0,north,0.3398,30.0,other,104.5137,11326.8556
40.0,30657.0984,no,0.4,429.0797,126529.9156,enterprise,600.0,north,0.3701,72.1596,female,93.4434,11352.3035
40.0,49762.4924,no,0.0816,565.8678,127780.4172,mid_market,600.0,west,0.4142,30.0,other,61.9692,6904.1119
40.0,45417.3626,no,0.3953,659.595,3298.4387,mid_market,600.0,west,0.2112,30.0,female,31.4068,6563.119
26.0095,532582.3479,no,0.2301,635.2341,200746.4034,mid_market,600.0,west,0.3971,74.2041,other,52.9101,9195.6253
40.0,640141.669,yes,0.2895,543.0194,289893.7076,enterprise,600.0,north,0.9476,46.0097,male,83.0636,7237.692
40.0,523962.543,yes,0.3958,486.1647,102514.4711,mid_market,600.0,north,0.1681,51.0483,female,14.5692,10199.5313
24.3739,255968.222,yes,0.1735,391.7219,227986.5616,smb,600.0,south,0.9513,62.7949,other,56.2104,11275.1459
37.6006,439762.8163,yes,0.4,678.8311,239102.5741,mid_market,600.0,east,0.3519,30.0,other,55.9474,753.1073
40.0,855293.3715,no,0.4,604.2407,139350.786,mid_market,600.0,west,0.7918,89.5877,other,54.5183,16196.5085
27.3534,61873.7001,yes,0.1035,839.4761,103687.895,smb,600.0,north,0.5045,30.0,male,30.4815,8755.7277
40.0,282893.5786,yes,0.4,503.0203,179767.8729,mid_market,600.0,north,0.6473,30.0,male,12.2462,13567.9085
23.0531,663612.106,yes,0.4,486.139,197160.3607,enterprise,600.0,east,0.129,70.8834,other,11.0816,11178.8825
40.0,508488.4864,yes,0.03,485.3196,285399.6248,enterprise,600.0,east,0.7662,30.0,other,119.9972,3099.7485
38.8794,766307.6044,yes,0.131,526.0319,49511.9164,mid_market,600.0,north,0.7711,80.9044,male,20.6992,8754.0304
40.0,752391.1651,yes,0.4,440.4018,72511.3807,mid_market,600.0,south,0.7844,90.0,male,24.0879,13566.4582
40.0,418660.8267,no,0.1621,419.8186,181794.3708,mid_market,600.0,east,0.0522,48.0591,female,45.1742,18685.9368
34.9131,905306.209,yes,0.1473,562.4835,283977.5656,enterprise,600.0,west,0.4511,34.9585,female,4.1738,1066.0845
40.0,28187.5455,no,0.4,803.5058,195338.2446,smb,600.0,west,0.1376,30.0,male,99.7416,13921.7437
40.0,905857.4891,no,0.03,429.3928,45706.3661,enterprise,600.0,north,0.6089,42.3255,male,93.3645,4753.5669
40.0,622810.5683,no,0.0628,802.0126,150448.9374,smb,600.0,south,0.632,57.5047,female,86.5068,5826.1485
40.0,187313.9118,yes,0.4,614.0907,108820.5236,enterprise,600.0,west,0.5441,78.6412,male,61.4071,407.6658
33.7263,16242.2311,yes,0.4,506.8815,220149.3654,smb,600.0,north,0.7715,73.5187,other,40.5697,887.6694
40.0,695389.252,no,0.4,786.8986,19867.0606,mid_market,600.0,south,0.4577,30.0,other,6.2129,3990.1972
40.0,815406.0807,yes,0.4,321.9725,194423.2491,mid_market,600.0,west,0.8621,30.0,other,79.032,5465.0589
40.0,956478.7178,yes,0.339,412.0903,207928.4788,smb,600.0,north,0.7973,30.0,other,10.8308,8490.5687
36.2135,102597.9078,yes,0.3279,477.384,134328.8132,smb,600.0,west,0.1666,44.3908,male,54.2084,14536.5611
40.0,791477.8288,yes,0.0574,702.7103,122456.8592,enterprise,600.0,north,0.7499,30.0,female,4.7057,16973.5375
32.6317,645162.8757,no,0.3622,869.6803,10683.2119,smb,600.0,south,0.4499,37.0965,male,53.8288,1538.6317
37.4919,278689.7663,no,0.4,315.548,56628.3668,smb,600.0,south,0.9135,30.0,other,93.2208,14081.0522
40.0,491200.1953,yes,0.1226,811.6958,136160.7629,smb,600.0,south,0.4451,30.0,other,82.1496,16910.5789
22.0262,542171.3612,no,0.4,810.8172,213830.9221,enterprise,600.0,north,0.6377,79.3696,male,61.5419,2428.1277
19.6296,554021.4373,yes,0.3689,782.197,165942.4332,mid_market,600.0,east,0.0862,30.9291,female,119.9518,14377.6743
40.0,642338.5894,yes,0.4,708.0654,104009.9194,smb,600.0,east,0.7803,63.9794,female,22.6536,19325.326
40.0,304124.5428,yes,0.162,860.8427,68415.6151,enterprise,600.0,south,0.5189,30.0,other,10.3843,3926.8421
40.0,502573.1447,no,0.1686,864.9642,47104.0858,enterprise,600.0,east,0.7206,60.5139,other,101.2611,11272.7971
40.0,264655.9078,no,0.2108,643.2823,185814.4195,smb,312.5561,west,0.889,54.5577,male,77.387,6042.5802
40.0,688613.5717,yes,0.1581,549.373,139868.2052,mid_market,600.0,north,0.1437,86.1485,male,38.9987,19760.4794
40.0,106183.9336,no,0.2417,373.5131,135429.2076,mid_market,600.0,south,0.0506,90.0,female,103.8355,8363.2767
40.0,498265.5421,yes,0.4,599.2558,93253.6041,enterprise,241.5312,east,0.9452,50.5444,male,116.0357,4303.6733
40.0,882339.4764,yes,0.4,582.3521,161470.534,enterprise,600.0,west,0.4309,88.2456,female,87.5735,15277.3714
40.0,194655.3019,no,0.4,344.119,151772.4032,mid_market,600.0,south,0.2797,90.0,male,81.9674,2377.1016
40.0,365606.3732,no,0.1443,661.4778,121014.7382,smb,412.1465,north,0.0389,71.3592,male,96.6719,10387.1349
40.0,318530.0318,yes,0.393,669.9003,252937.9763,enterprise,600.0,south,0.5073,50.9714,male,59.2918,11258.9223
40.0,979898.0312,no,0.4,778.0529,217871.9396,smb,600.0,east,0.0266,47.459,other,116.0814,15658.2969
40.0,524232.3326,yes,0.4,764.7637,114676.9106,mid_market,600.0,west,0.2422,57.257,female,84.362,3816.4958
40.0,203891.6827,yes,0.4,666.8868,142010.0337,smb,600.0,west,0.7274,70.5775,male,62.7233,11218.1746
40.0,459663.532,no,0.4,627.7639,203084.7044,mid_market,600.0,south,0.6807,80.3653,female,32.4591,9684.1179
40.0,982260.2965,yes,0.4,722.9406,207381.7336,enterprise,600.0,west,0.4798,56.0488,male,112.2038,14433.5659
40.0,954608.8634,no,0.4,474.2716,87001.4721,smb,600.0,south,0.3464,44.2376,other,31.5168,9582.1062
40.0,137272.9548,yes,0.4,652.0983,73494.9535,enterprise,600.0,north,0.531,63.7945,female,7.2464,8266.614
40.0,977910.7118,no,0.1579,691.7357,264313.5897,enterprise,600.0,north,0.6505,75.5911,other,35.1822,5709.0214
40.0,850333.1016,no,0.0373,852.8825,125947.6097,smb,600.0,south,0.9339,30.0,female,100.5082,15759.4246
18.5746,567961.8687,yes,0.1073,889.7963,86083.9341,mid_market,600.0,north,0.5433,49.3912,female,112.6887,17021.3437
38.5024,731119.2338,yes,0.4,731.1589,5211.1745,mid_market,600.0,south,0.295,67.4401,female,23.9862,12219.479
40.0,95385.1058,no,0.4,586.4725,280811.7907,mid_market,78.2329,south,0.3836,44.6736,other,32.7723,6593.1764
32.6508,667786.1148,yes,0.4,395.8301,206136.0123,mid_market,600.0,north,0.8878,76.9841,female,83.1446,12774.5878
40.0,478181.8997,no,0.4,893.3028,112713.8278,smb,600.0,east,0.9128,75.7351,other,96.4374,16512.2446
40.0,703766.1252,yes,0.0781,638.5012,19465.6562,enterprise,600.0,north,0.5055,57.2702,other,18.8324,6563.0246
40.0,90941.6445,no,0.4,785.2152,136576.2578,mid_market,600.0,south,0.4568,30.0,female,56.023,16138.5001
40.0,578311.2651,yes,0.0453,506.7173,20064.2137,enterprise,600.0,north,0.9346,30.0,other,112.1193,635.6657
40.0,645880.8181,no,0.4,895.714,115361.406,smb,600.0,south,0.9068,37.5646,female,82.2449,13236.189
29.0654,537258.4864,yes,0.4,736.7149,67584.3746,enterprise,44.6982,north,0.0227,30.0,male,81.1465,10889.3623
39.4619,275649.7278,no,0.4,735.0144,34740.547,enterprise,600.0,east,0.4192,76.6053,other,106.167,313.9003
20.0817,597784.8967,yes,0.4,329.2058,222421.7825,enterprise,600.0,south,0.2343,30.0,other,103.7839,1129.8243
40.0,672531.9014,no,0.3207,481.0587,43834.8698,smb,600.0,west,0.221,30.0501,other,8.254,18970.4566
40.0,972290.2353,yes,0.4,702.8055,235955.5742,enterprise,600.0,north,0.4163,30.0,male,45.7988,15088.5675
40.0,144351.7492,no,0.4,334.5744,124390.5692,mid_market,600.0,south,0.53,38.8419,female,31.3445,6605.9296
40.0,829406.2852,no,0.0515,526.3008,181885.8645,mid_market,405.0801,north,0.0728,80.4651,male,70.9225,13429.339
36.7977,908994.1607,yes,0.2118,414.0142,222701.0857,enterprise,600.0,south,0.7543,90.0,male,83.7795,14075.6679
40.0,533650.1274,no,0.3593,456.937,154332.1455,mid_market,600.0,south,0.0986,90.0,male,56.8694,16794.7839
20.8344,864084.8415,no,0.4,309.7319,166440.1575,mid_market,600.0,south,0.72,30.0,male,24.3468,4601.1425
40.0,488621.1005,no,0.4,743.7565,138787.8705,smb,600.0,east,0.3522,30.0,female,66.039,3681.7714
40.0,668215.5434,yes,0.4,547.4353,252920.8703,smb,600.0,west,0.7072,30.0,female,61.1822,7464.6407
18.41,551643.5609,no,0.03,617.6506,83147.4804,enterprise,600.0,east,0.0171,81.3157,other,81.2099,16123.5478
27.2316,191932.057,no,0.4,789.1286,80930.0963,mid_market,600.0,east,0.3731,40.6027,other,68.2353,19804.6704
40.0,649894.4518,yes,0.0317,543.167,113773.701,smb,600.0,east,0.6367,70.2845,other,10.8396,16906.7506
40.0,229766.4971,no,0.4,715.3726,170468.46,enterprise,600.0,south,0.9242,68.4429,female,34.3644,10861.0709
40.0,587036.1041,yes,0.4,727.6268,120090.5101,mid_market,600.0,north,0.1625,30.0,other,100.3234,7783.743
40.0,500792.8516,yes,0.4,332.2179,131689.3876,enterprise,600.0,south,0.3406,76.9006,male,114.6281,7934.6643
40.0,355811.1977,no,0.4,559.1088,204228.7626,mid_market,600.0,north,0.0857,61.8616,male,95.9686,14262.4575
40.0,633900.882,no,0.4,490.0069,32858.7244,mid_market,61.9003,west,0.3083,35.9917,other,33.1022,2651.0076
40.0,408044.1751,no,0.03,512.3486,28826.2139,smb,600.0,north,0.3244,38.5238,other,35.7298,7756.6034
40.0,685315.9918,yes,0.1695,461.3514,81253.6323,mid_market,600.0,north,0.1672,30.0,other,36.6705,15653.5498
40.0,593806.398,yes,0.1955,364.1834,92092.7407,mid_market,600.0,north,0.3322,62.0192,male,96.6851,6591.5048
37.8812,947278.922,no,0.2009,488.51,289407.8123,mid_market,600.0,west,0.2914,69.4958,male,59.4299,11518.0098
40.0,392935.1297,no,0.1139,638.3103,178075.8832,mid_market,600.0,south,0.6817,55.0099,other,114.4075,9232.9828
22.2878,847787.93,yes,0.4,703.7866,42614.5577,smb,600.0,west,0.2527,30.0,other,51.3522,7540.4394
40.0,506612.643,no,0.4,715.0253,163549.9158,enterprise,600.0,north,0.3595,89.5502,other,64.8918,12763.9692
40.0,166338.4933,no,0.4,637.9322,193864.33,mid_market,600.0,north,0.9668,33.1597,other,95.7515,2119.7851
40.0,557993.4163,yes,0.4,432.619,112861.7508,enterprise,600.0,south,0.6796,69.0437,male,18.9386,19954.0568
40.0,85854.7994,yes,0.4,738.0904,105150.267,mid_market,600.0,east,0.7843,52.1115,male,42.4477,1953.363
20.7703,710778.9898,yes,0.03,505.8468,33699.4419,smb,600.0,west,0.9299,74.0489,male,62.4033,11038.6539
32.375,405047.4363,no,0.1845,684.2873,130208.2013,enterprise,301.6308,south,0.6141,30.0,other,71.4722,7777.3268
40.0,62563.7515,yes,0.1018,823.1876,56900.9909,smb,600.0,west,0.4576,30.0,other,103.6537,10554.7727
40.0,114232.0733,yes,0.352,574.7164,52585.7264,enterprise,600.0,north,0.8006,90.0,male,71.23,13442.5295
25.2508,373306.071,no,0.1414,533.078,179331.3194,smb,600.0,north,0.423,48.667,male,64.9481,18383.3008
35.9078,187098.58,yes,0.4,671.646,259791.147,mid_market,600.0,west,0.4846,30.0,male,46.6894,11232.08
40.0,443851.7428,yes,0.1673,639.2387,238968.386,smb,600.0,east,0.0327,30.0,other,35.3518,15615.0232
25.0808,775113.0279,no,0.4,520.1171,246960.6674,mid_market,425.6891,east,0.719,54.6353,male,118.7833,2049.2264
34.2945,862199.6255,yes,0.087,819.1743,36098.4219,enterprise,600.0,north,0.2099,73.7613,female,83.0069,17221.1129
40.0,805440.4934,no,0.4,619.3685,179460.4481,enterprise,600.0,west,0.979,30.0,female,69.1555,19047.9945
40.0,867047.5904,yes,0.1269,819.6473,75653.4953,smb,600.0,west,0.8285,76.1474,male,81.4719,9789.6851
40.0,633627.7634,no,0.4,355.8569,155168.4282,smb,600.0,east,0.9363,36.9071,other,114.0802,6546.4583
40.0,634840.5455,yes,0.4,810.0637,238907.7001,mid_market,600.0,north,0.9681,82.4848,other,59.8711,6457.9801
40.0,788303.6535,yes,0.4,757.3524,14736.9348,enterprise,600.0,west,0.8367,30.0,female,111.6025,3160.5123
40.0,909407.2143,no,0.4,481.1193,262452.5874,enterprise,600.0,west,0.0933,36.0435,other,10.808,13290.5117
36.9416,699441.3715,no,0.2341,693.2911,211405.7139,enterprise,20.8522,south,0.4768,30.0,female,27.9167,13599.9745
40.0,422313.9338,no,0.1322,342.497,115537.9078,smb,600.0,north,0.1024,31.3351,female,105.8377,2743.4488
40.0,8474.742,no,0.4,564.0597,217007.1759,enterprise,600.0,north,0.1514,41.171,female,82.7014,17199.3905
40.0,384031.9093,no,0.4,488.7022,42809.2265,smb,600.0,south,0.0842,55.3397,female,72.4009,12152.2544
40.0,509522.5661,no,0.4,477.3252,17316.1702,smb,600.0,east,0.9547,49.4888,male,14.4165,9992.1512
40.0,131982.8807,no,0.4,641.0282,110258.3264,enterprise,600.0,south,0.7627,90.0,female,92.6737,334.7713
20.4693,60468.8596,no,0.4,603.9664,188942.6381,mid_market,600.0,east,0.4154,70.1811,male,10.8089,10731.7598
22.8993,920924.8588,yes,0.4,393.2263,98698.3386,smb,600.0,north,0.7632,64.984,female,77.5354,6204.0797
33.1577,924627.7543,no,0.116,667.3781,17453.5573,enterprise,600.0,west,0.6581,30.0,male,2.5071,2745.0987
40.0,782987.1015,yes,0.4,400.1778,38952.2516,mid_market,600.0,east,0.2688,88.6415,male,92.8002,588.0957
40.0,576651.6747,no,0.0771,573.1187,108677.0448,enterprise,600.0,east,0.5669,36.7688,female,31.3588,2058.9954
40.0,12288.073,yes,0.046,518.3859,276147.737,enterprise,600.0,south,0.9603,30.0,female,96.5707,14280.702
40.0,720287.9214,yes,0.2713,346.7322,112469.6419,enterprise,600.0,west,0.9019,30.0,male,96.7162,19628.2959
40.0,310697.774,yes,0.0864,574.0477,111306.8884,enterprise,600.0,north,0.7845,73.9576,female,29.8675,7366.1043
18.3954,410036.1096,yes,0.233,507.8542,252032.6281,enterprise,600.0,north,0.951,30.0,other,79.2192,16980.2707
40.0,419815.842,yes,0.4,883.5355,43569.6721,mid_market,600.0,east,0.0439,30.0,other,101.615,8261.723
23.9258,133513.8503,yes,0.4,344.8983,170778.3978,smb,600.0,south,0.9642,30.0,male,32.0579,6300.8633
40.0,233611.2266,yes,0.4,381.6671,231273.8394,enterprise,600.0,west,0.1057,44.9567,male,38.37,2415.614
40.0,852482.1857,no,0.0904,784.5581,91960.2799,mid_market,600.0,west,0.6033,30.0,other,102.9322,2967.3276
21.0349,298840.711,no,0.4,404.3206,285676.8854,enterprise,600.0,east,0.556,55.0121,female,12.2723,2039.0451
40.0,982567.2375,no,0.1307,794.204,112299.6834,enterprise,600.0,north,0.6447,58.2324,other,31.7997,16255.1291
40.0,128791.549,yes,0.4,797.6137,100133.4175,mid_market,436.5362,east,0.461,30.0,male,69.2922,16433.8863
40.0,172807.2118,yes,0.2147,412.2907,84676.5117,smb,600.0,west,0.0346,61.9177,female,30.2484,5902.8082
23.4387,383015.276,yes,0.4,685.5915,239362.1846,mid_market,600.0,west,0.9941,54.3657,male,3.3241,7650.5792
40.0,502393.2555,yes,0.3884,407.8895,96344.3926,smb,600.0,north,0.8958,77.8538,female,7.9724,19830.6349
24.2083,656864.4214,yes,0.2665,789.7711,275260.5853,enterprise,568.5275,north,0.9964,30.0,female,101.7341,15948.0164
40.0,806210.2254,yes,0.4,848.388,9433.7643,smb,600.0,south,0.9476,56.3606,female,68.01,3765.4851
40.0,90257.3769,yes,0.2326,431.2854,158408.1057,enterprise,16.8281,east,0.9179,30.0,female,16.5283,14339.0357
40.0,917224.1475,yes,0.4,807.8885,258340.1705,mid_market,600.0,north,0.3736,90.0,female,48.0759,2021.5424
40.0,436868.3829,no,0.4,592.32,95867.7346,mid_market,600.0,south,0.562,88.96,other,74.0314,7137.1541
40.0,127348.3647,no,0.4,869.2729,284660.7498,smb,600.0,east,0.9943,90.0,male,4.8535,12048.171
26.7199,745343.3281,yes,0.238,889.4278,51198.3376,enterprise,600.0,south,0.0887,70.8966,female,77.0532,17733.1837
33.4715,67794.7801,yes,0.2567,364.8208,1383.0661,mid_market,600.0,west,0.7326,90.0,female,106.2617,9862.1468
40.0,788729.9945,no,0.4,754.9461,68449.2355,enterprise,600.0,south,0.7992,30.0,female,3.3893,5223.2931
40.0,160904.4949,no,0.075,865.1005,293434.4153,smb,600.0,west,0.9853,89.3226,female,84.8361,8627.0354
21.3205,331094.5794,yes,0.4,545.5679,166679.6173,smb,600.0,west,0.5401,66.0598,female,36.3907,1919.2225
21.3793,3815.5722,yes,0.0876,794.3384,187902.1952,enterprise,600.0,south,0.097,30.0,male,76.9447,19541.1769
40.0,894877.4834,yes,0.265,685.1198,116870.608,enterprise,600.0,south,0.3814,30.0,other,6.3094,8795.3687
21.8216,752235.1421,yes,0.4,351.4244,103793.6246,smb,600.0,west,0.9707,58.9726,other,66.8786,16816.1025
