age,balance,churned,conversion_rate,credit_score,income,industry_segment,monthly_spend,region,risk_score,score,sex,tenure_months,transaction_amount
23.6623,961911.1022,yes,0.836,645.1195,285285.0971,enterprise,1200.0,west,0.6723,26.9511,male,5.7876,15125.6203
54.2904,634784.7195,yes,0.4917,354.7454,105040.3558,enterprise,1200.0,west,0.6701,85.7733,other,40.2466,13873.7798
23.4597,252398.8509,yes,0.1159,763.5288,259608.2646,enterprise,1200.0,west,0.0012,86.9367,other,55.9752,1085.0275
21.1999,267056.2383,yes,0.131,472.8175,264373.1386,enterprise,1200.0,east,0.0289,63.0022,other,96.1183,14195.9467
31.9314,841405.6816,yes,0.1135,868.2364,194665.1969,enterprise,1200.0,north,0.9327,29.1862,male,84.944,8310.3914
41.7823,921868.1499,yes,0.5082,827.5958,259344.0534,enterprise,1200.0,south,0.79,41.4942,other,112.1756,10155.2458
58.9163,865260.5947,yes,0.4465,590.6048,100399.5468,enterprise,1200.0,west,0.3772,90.0,female,104.4826,19615.5119
43.4681,318176.3272,yes,0.473,848.0581,114988.1129,enterprise,1200.0,south,0.7924,65.2019,female,19.1005,19296.5239
45.299,525951.0868,yes,0.4569,733.4663,123583.6073,enterprise,1200.0,east,0.1544,46.9491,male,116.3352,6771.8861
70.0,380009.3975,yes,0.3167,731.2305,228061.141,enterprise,1200.0,east,0.0359,25.0,male,76.1082,18418.661
65.1429,703890.8293,yes,0.1005,399.8189,90540.358,enterprise,299.183,west,0.3244,25.0,other,43.6571,8614.3051
29.1635,175069.3551,yes,0.6095,529.5266,205257.2394,enterprise,1200.0,south,0.5832,25.0,other,76.9107,9191.9504
22.5794,945235.6349,yes,0.9877,479.4925,288646.6928,enterprise,1200.0,west,0.4568,30.2122,other,119.9255,17066.8558
36.3441,699279.0796,yes,0.0219,798.0225,119345.9165,enterprise,90.8987,north,0.8651,77.8312,other,116.8587,18212.4285
31.5783,190131.9893,yes,0.2506,753.3464,230473.7616,enterprise,1200.0,south,0.1368,25.0,other,75.6675,789.4121
70.0,326719.1257,yes,0.4155,420.4769,236167.3305,enterprise,1200.0,south,0.3659,50.1795,female,33.4308,3291.7239
22.6686,754151.4931,yes,0.2256,705.7942,202647.4629,enterprise,1200.0,east,0.8457,55.7313,male,11.746,7892.0966
64.4387,262161.4082,yes,0.381,683.1296,112070.6187,enterprise,1200.0,east,0.4715,61.9547,other,113.2371,6560.7976
70.0,302190.1745,yes,0.4083,383.8662,283932.1983,enterprise,1200.0,west,0.4926,25.0,other,106.5839,2714.1453
27.5804,414884.5274,yes,0.099,593.6082,123026.6498,enterprise,1200.0,south,0.0327,37.053,other,53.7626,19011.1528
57.9793,60550.0892,yes,0.2759,880.9241,284754.2257,enterprise,1200.0,north,0.0917,25.0,female,77.0997,19421.8951
30.7227,829817.8372,yes,0.5542,651.8299,244102.8414,enterprise,1200.0,south,0.7744,78.8644,female,71.9218,5546.2196
70.0,131803.2296,yes,0.3582,773.0589,177067.0237,enterprise,167.653,west,0.2654,25.0,male,51.0943,2273.8725
24.7613,503838.6898,yes,0.9454,326.019,235184.8718,enterprise,1200.0,west,0.5215,45.8043,other,115.7191,1217.4473
62.1689,443562.3294,yes,0.8993,493.2671,45351.8139,enterprise,1200.0,west,0.6243,58.5365,female,85.7462,7618.7071
25.0937,654712.9575,yes,0.8777,630.8011,259782.2024,enterprise,1200.0,west,0.8881,41.3814,male,99.4629,7975.205
41.2067,152638.9248,yes,0.923,340.28,249699.7947,enterprise,941.3687,east,0.0966,73.8796,male,97.6005,11127.8583
59.2511,750284.2503,yes,0.8681,732.6364,290551.189,enterprise,1200.0,south,0.3516,57.7919,other,26.3159,13135.0693
65.2815,574100.0043,yes,0.8072,807.0931,292389.434,enterprise,1200.0,north,0.6136,64.2699,male,4.1242,18581.7567
37.1571,339824.6568,yes,0.0061,821.9176,170330.0073,enterprise,1200.0,west,0.1419,63.3172,male,4.6482,14922.4891
40.9433,721595.9677,yes,0.7768,640.5561,26402.155,enterprise,535.5622,west,0.1574,61.7838,male,81.2023,5442.7848
64.8065,113817.5081,yes,0.4299,469.9479,203867.3902,enterprise,1200.0,south,0.6671,25.0,female,48.0363,11986.8998
65.378,289447.1312,yes,0.12,598.4312,129765.8484,enterprise,1200.0,west,0.5326,25.0,other,67.4881,13361.2954
19.162,921162.4345,yes,0.8621,645.4555,172446.5046,enterprise,1200.0,south,0.4177,25.0,female,3.4819,6496.0388
24.5635,435676.5269,yes,0.4004,347.1883,261286.8004,enterprise,1200.0,south,0.2216,77.9118,other,10.0891,12664.8601
58.0175,147689.836,yes,0.1028,453.5809,52876.2077,enterprise,1200.0,west,0.7592,25.0,other,114.2038,12559.3475
52.9985,635298.3191,yes,0.6245,818.5481,188538.0047,enterprise,1200.0,east,0.0683,44.2208,male,37.0356,5494.1987
20.3316,368737.5995,yes,0.2871,686.7999,293233.1912,enterprise,912.0621,north,0.5941,38.4482,male,70.0592,19084.6753
49.0848,957722.3589,yes,0.4505,786.5801,251375.7763,enterprise,1200.0,north,0.0843,64.6127,male,5.6579,14152.7265
35.5394,408769.3972,yes,0.3384,658.7315,236978.8525,enterprise,1200.0,east,0.0659,25.0,other,81.7271,5683.6553
70.0,310231.7376,yes,0.6561,697.2811,39556.5458,enterprise,1200.0,east,0.0847,55.8922,other,77.5757,6570.2026
49.5263,18230.5378,yes,0.3089,870.7016,103177.9712,enterprise,1200.0,east,0.192,90.0,other,19.4385,5916.5462
65.5111,131049.0414,yes,0.3767,397.3483,249572.172,enterprise,1200.0,south,0.809,25.0,other,53.0831,8217.7614
32.5082,239168.4972,yes,0.9656,770.6221,271288.3271,enterprise,1200.0,west,0.6783,57.0419,female,53.4311,15389.0016
67.6781,138398.5346,yes,0.25,684.7074,262360.9666,enterprise,1200.0,west,0.1026,84.5892,other,102.2888,5701.9752
45.1233,946413.263,yes,0.222,570.6768,105525.9384,enterprise,276.4352,east,0.0533,50.2007,male,29.0576,19890.5125
70.0,649960.6843,yes,0.7914,382.5598,86776.9398,enterprise,1200.0,east,0.6961,25.0,male,84.9588,8972.5809
27.2702,940225.9493,yes,0.6089,553.9529,233075.6172,enterprise,1200.0,west,0.1218,25.0,other,77.0353,12456.5886
57.1812,575047.4575,yes,0.7185,474.7632,1467.7364,enterprise,1200.0,east,0.5707,25.0,male,80.5176,10470.1677
20.6991,386881.3215,yes,0.3733,748.39,107771.0691,enterprise,684.92,east,0.2411,65.7104,male,13.336,11638.4845
68.4375,175089.1271,yes,0.7791,578.7737,208921.3863,enterprise,1200.0,east,0.8115,25.0,female,93.3667,9154.1339
37.5669,310075.8829,yes,0.3982,789.2436,142546.5305,enterprise,375.8415,east,0.6469,28.6111,male,103.5945,957.0329
42.8014,439736.6337,yes,0.9565,503.422,56858.3481,enterprise,1200.0,west,0.3673,79.7291,other,32.7398,1653.1475
29.1883,293766.419,yes,0.1026,496.7519,89396.3449,enterprise,1200.0,west,0.7177,25.0,male,53.8251,8943.1461
67.0716,57358.0643,yes,0.6712,543.7261,154412.7198,enterprise,1200.0,north,0.16,25.0,female,101.9916,13562.0994
58.0001,362150.5825,yes,0.9495,319.4312,46878.0109,enterprise,1200.0,south,0.371,44.3939,other,10.1494,2754.7645
70.0,25913.3409,yes,0.186,610.6472,274149.2092,enterprise,1186.4323,east,0.775,70.4038,female,26.5339,12237.9318
46.0266,898679.0308,yes,0.4451,352.6744,204896.8488,enterprise,1200.0,north,0.3196,34.7425,male,8.7278,10843.8851
25.5245,200980.3712,yes,0.1389,774.2238,8858.924,enterprise,1200.0,south,0.3689,80.3662,male,66.646,12239.3553
62.5699,525695.6548,yes,0.7692,794.0036,23051.4632,enterprise,1200.0,west,0.6423,44.9974,other,81.933,6890.9511
21.4356,124161.1206,yes,0.153,398.7942,97475.5646,enterprise,1200.0,south,0.346,90.0,female,107.4962,16918.8282
56.0946,93428.4069,yes,0.641,655.0851,174613.3038,enterprise,1200.0,east,0.6245,90.0,female,41.1767,18478.6706
65.8034,264655.9078,yes,0.2108,643.2823,185814.4195,enterprise,312.5561,west,0.889,54.5577,male,77.387,6042.5802
60.694,158080.447,yes,0.4156,578.6653,102717.5779,enterprise,1200.0,south,0.8615,31.9316,other,118.5748,6908.0658
37.7852,466472.567,yes,0.2675,448.7513,29946.6841,enterprise,1200.0,south,0.3841,61.5377,female,30.5442,17306.2847
48.8925,514724.8392,yes,0.4988,485.1243,7929.7132,enterprise,1200.0,west,0.5054,90.0,other,26.6022,7058.5489
58.5641,470586.8534,yes,0.5367,808.3034,129847.403,enterprise,1200.0,south,0.7275,76.3857,female,44.5465,8012.2318
45.922,549857.0895,yes,0.8253,673.9449,183701.8992,enterprise,1200.0,north,0.0967,37.3198,other,118.4277,11157.0789
49.0048,45303.3525,yes,0.137,499.8244,142649.501,enterprise,1200.0,south,0.6063,51.5506,other,40.0279,12261.7494
69.3539,532339.8299,yes,0.7087,479.8743,244908.9011,enterprise,1200.0,west,0.6738,90.0,male,70.4606,15935.2995
66.54,776162.0252,yes,0.5776,732.8401,175473.4598,enterprise,1200.0,east,0.629,61.9736,female,101.0989,2956.3664
37.4489,151431.2581,yes,0.6905,546.2264,232716.7182,enterprise,1200.0,south,0.8728,73.5837,other,8.4115,2762.5116
41.3631,956685.4922,yes,0.4597,619.8762,164335.6926,enterprise,1200.0,north,0.8677,68.0746,male,96.6347,5287.9793
31.9418,972910.6276,yes,0.2976,473.4025,62976.0607,enterprise,1200.0,east,0.317,34.8803,other,112.1103,15908.3117
41.541,980160.5373,yes,0.8184,872.7653,241580.1344,enterprise,1200.0,west,0.2876,71.4141,female,42.2173,8848.0799
51.3918,933023.9338,yes,0.6962,382.3638,185087.4333,enterprise,1200.0,west,0.2425,66.9834,male,64.1939,12759.2535
24.2338,770766.0581,yes,0.0052,630.2115,278800.8044,enterprise,1200.0,south,0.935,87.84,other,57.8164,3989.92
65.6609,652298.7304,yes,0.2322,743.2119,255249.5974,enterprise,382.6095,west,0.9215,41.7885,female,100.675,18678.5183
70.0,926039.6979,yes,0.8767,305.5603,170820.5987,enterprise,1081.9339,west,0.983,28.4562,male,118.7028,10866.4664
24.9841,162494.2625,yes,0.4589,454.3589,56673.5217,enterprise,1200.0,south,0.7908,56.7781,female,91.1166,3510.7228
23.9139,981685.1924,yes,0.4775,861.4952,3042.206,enterprise,1200.0,south,0.4467,26.6994,other,40.2254,11649.6326
59.4027,465394.9909,yes,0.1597,711.6442,277008.6982,enterprise,1200.0,north,0.7698,69.029,female,77.0066,18812.7718
47.6473,454978.6728,yes,0.9888,524.1749,210880.2773,enterprise,1200.0,west,0.7574,80.1995,other,99.2468,15237.4305
22.8424,564168.7223,yes,0.0618,628.5895,152140.6298,enterprise,1200.0,west,0.1499,32.8118,female,62.9206,2325.6842
45.6199,55635.8058,yes,0.1319,549.2547,169609.4443,enterprise,1200.0,north,0.6728,30.817,other,3.5907,5089.8899
44.2692,700384.8781,yes,0.5412,336.1534,268371.3152,enterprise,1200.0,west,0.4721,28.7091,male,22.4178,2709.4419
70.0,375645.5338,yes,0.6827,697.0755,162250.7789,enterprise,1200.0,east,0.3478,25.0,male,64.9338,10577.3219
62.5838,424128.0297,yes,0.3793,437.7984,138726.9583,enterprise,1200.0,east,0.1885,87.5208,female,92.0933,645.3141
24.2556,33576.2758,yes,0.5978,721.9718,15554.2201,enterprise,1200.0,south,0.4023,25.0,female,26.855,17274.7411
63.3541,318903.6964,yes,0.5979,703.5191,96878.8695,enterprise,1200.0,north,0.1433,66.0212,other,27.3041,6010.7186
52.4627,46884.097,yes,0.3444,685.9896,114965.2351,enterprise,1200.0,north,0.6963,40.8259,male,36.6867,3678.3957
26.9498,463025.1595,yes,0.0576,547.6065,125535.8521,enterprise,1200.0,east,0.3884,25.4996,other,40.3013,1582.3296
29.8099,268461.5879,yes,0.6737,661.7532,262212.5171,enterprise,1200.0,east,0.7617,72.4305,female,67.5032,9588.4047
70.0,117316.1994,yes,0.9996,587.3525,73535.3614,enterprise,1200.0,south,0.2045,90.0,male,66.6974,15510.5021
49.7946,497277.2931,yes,0.0986,888.7911,141377.6362,enterprise,1200.0,north,0.9143,37.0705,female,50.2577,11250.932
70.0,579142.926,yes,0.4176,391.4468,99629.7205,enterprise,1200.0,west,0.8334,49.9301,male,78.8983,13697.2474
67.2885,169265.7109,yes,0.7203,592.9898,275152.9175,enterprise,1200.0,west,0.6418,25.0,female,5.025,16934.101
32.3489,707169.5637,yes,0.0091,603.4398,112587.0071,enterprise,1200.0,west,0.6668,61.6519,female,58.5013,9757.5998
62.7759,535738.1029,yes,0.2867,601.3296,209659.8638,enterprise,1200.0,south,0.9397,25.0,male,110.2478,10488.1836
42.6076,373051.5835,yes,0.406,639.0013,297079.6765,enterprise,1200.0,west,0.684,84.7867,male,78.7946,17164.525
47.5123,636748.0756,yes,0.7028,349.6117,253753.6086,enterprise,1200.0,north,0.3313,90.0,other,116.8869,17895.9295
47.481,46561.9707,yes,0.0743,855.3509,269894.1836,enterprise,1200.0,west,0.0329,90.0,female,38.4237,19229.4223
52.9654,566695.9199,yes,0.8494,706.221,162628.1669,enterprise,1200.0,east,0.7397,79.0498,male,83.028,1569.4754
22.7131,605168.7432,yes,0.6139,657.3652,290707.2376,enterprise,1200.0,north,0.6341,78.3548,other,54.6155,4563.5397
41.5645,772167.4041,yes,0.2954,447.8699,22978.4984,enterprise,1200.0,east,0.38,78.389,female,19.3589,7793.0499
45.5736,761346.4912,yes,0.1022,352.3783,129862.8753,enterprise,1200.0,east,0.5124,25.0,male,11.6646,11084.8419
66.3085,724843.844,yes,0.5595,895.6381,73580.0136,enterprise,1200.0,north,0.6853,25.0,male,33.0014,5368.8675
36.5846,782666.6242,yes,0.3611,866.5334,216548.9363,enterprise,1200.0,west,0.6167,45.7862,male,17.1233,136.3406
44.6982,823535.2401,yes,0.651,656.6358,90830.1501,enterprise,1200.0,west,0.6953,47.901,other,22.1388,7965.3934
38.2049,280300.1465,yes,0.7859,519.0093,279688.0786,enterprise,1200.0,north,0.9973,25.0,male,92.3465,539.2953
69.5395,69158.6719,yes,0.8478,777.0274,202220.3181,enterprise,1200.0,west,0.3028,25.2682,other,19.343,8463.136
42.8499,506612.643,yes,0.9204,715.0253,163549.9158,enterprise,1200.0,north,0.3595,89.5502,other,64.8918,12763.9692
28.313,612677.9023,yes,0.5632,687.0187,194376.3382,enterprise,1200.0,north,0.3316,79.6231,male,13.6074,1973.0326
46.7099,679555.4875,yes,0.6904,390.447,299313.1149,enterprise,1200.0,south,0.2954,90.0,male,11.2167,16626.5236
30.8258,482925.9988,yes,0.4762,562.8996,209332.2164,enterprise,1200.0,north,0.3003,81.0186,other,14.6951,16983.751
28.8161,160135.7112,yes,0.5598,875.0776,70324.8087,enterprise,1200.0,west,0.1845,64.0479,male,52.424,584.8163
31.3174,278344.8305,yes,0.7038,777.6048,173627.0237,enterprise,1200.0,south,0.5369,36.5793,other,24.4518,2279.9855
42.3377,114232.0733,yes,0.352,574.7164,52585.7264,enterprise,1200.0,north,0.8006,90.0,male,71.23,13442.5295
41.145,141358.5433,yes,0.3885,657.8555,172867.0074,enterprise,1200.0,north,0.4867,53.7379,male,110.3802,18613.9681
29.6001,841985.2141,yes,0.6194,819.3133,285600.7432,enterprise,1200.0,west,0.1951,38.3944,male,67.8283,13061.7421
45.5188,167253.4874,yes,0.5654,777.5285,66938.3224,enterprise,336.6239,east,0.2248,28.867,other,93.9081,11313.4436
66.057,823282.808,yes,0.3669,793.5666,13441.5462,enterprise,1200.0,east,0.5464,90.0,male,13.1876,16601.5843
70.0,86983.006,yes,0.8653,370.4316,243754.7849,enterprise,1200.0,north,0.7376,68.9134,female,103.4648,12205.6258
67.9373,570074.3448,yes,0.5323,658.1146,51344.832,enterprise,1200.0,west,0.2926,57.2736,female,114.3353,10288.7854
70.0,126888.1686,yes,0.8661,449.8063,213707.0598,enterprise,1200.0,west,0.7615,67.6235,male,59.2456,11548.9332
57.2849,880125.0813,yes,0.0931,609.3681,84189.4807,enterprise,1200.0,west,0.3691,90.0,other,39.9474,50.4592
40.2098,63330.6861,yes,0.5344,430.698,129463.2871,enterprise,1200.0,east,0.2685,82.8344,female,41.1929,11559.0949
66.6012,459581.7627,yes,0.1242,814.591,132944.4987,enterprise,40.0,south,0.958,25.0,female,82.9424,2639.1298
33.5241,371843.7676,yes,0.9038,399.315,119506.1285,enterprise,1200.0,west,0.6994,25.0,female,79.0027,14074.2571
32.0238,679982.7251,yes,0.0093,717.3583,245315.599,enterprise,1200.0,south,0.4223,25.0,male,9.4286,7662.0154
26.502,773460.4837,yes,0.7532,379.8877,297889.1064,enterprise,1200.0,north,0.5305,25.0,male,78.3524,8802.5483
45.4278,217244.6779,yes,0.8966,384.0079,37824.0095,enterprise,1200.0,south,0.3515,42.9389,other,95.1381,4956.4797
70.0,875827.1881,yes,0.2054,664.1561,57405.3105,enterprise,1200.0,north,0.6462,78.3802,male,95.4596,4787.5822
22.4027,888724.5281,yes,0.0121,516.6589,95625.3225,enterprise,1200.0,east,0.839,42.0864,other,66.0164,3456.2335
34.2555,39826.8619,yes,0.0605,773.574,152476.5707,enterprise,1200.0,east,0.501,41.5432,male,84.5155,1649.4738
70.0,974313.3844,yes,0.1554,496.0502,176344.7117,enterprise,1200.0,north,0.6498,64.3155,female,37.9102,8750.2834
25.1912,612296.7944,yes,0.055,699.6477,197757.6558,enterprise,1200.0,south,0.0127,25.0,female,2.3507,9928.7622
64.4861,873460.0564,yes,0.7329,370.834,270069.3305,enterprise,1200.0,west,0.4293,52.3854,other,32.291,19501.0367
48.9758,566886.1282,yes,0.3677,453.0696,31768.5696,enterprise,1200.0,east,0.7228,25.0,male,61.5502,881.7141
70.0,178960.9338,yes,0.9603,321.2181,241131.5305,enterprise,1200.0,east,0.6557,25.0,other,30.5433,18317.1794
49.1265,901941.0093,yes,0.1793,782.6028,294442.7453,enterprise,1200.0,west,0.0689,46.5094,female,34.5945,16897.0852
36.0789,784507.2173,yes,0.7396,445.5504,111113.8147,enterprise,1200.0,east,0.9978,77.5886,male,88.1631,10931.6383
51.5758,635941.8395,yes,0.6935,305.7569,101170.1931,enterprise,1200.0,west,0.3763,73.8083,female,37.5938,4104.6823
26.8272,279825.2709,yes,0.0439,438.8835,253805.7665,enterprise,1200.0,west,0.8956,45.8458,female,90.0,11615.8318
21.8615,662443.9282,yes,0.1307,475.0056,255423.198,enterprise,1200.0,north,0.393,83.19,female,39.8239,9055.7043
54.2519,155410.5513,yes,0.1644,579.6331,122547.253,enterprise,1200.0,north,0.9646,25.0,other,37.6886,5300.8935
61.6917,603302.4865,yes,0.215,813.944,45348.8154,enterprise,1200.0,west,0.9684,39.6244,male,6.8251,5977.5154
52.1075,94725.277,yes,0.1019,776.2858,37314.5234,enterprise,626.0752,south,0.781,25.0,female,24.5778,8012.2356
21.9973,902496.0819,yes,0.4434,377.2749,271618.3131,enterprise,1200.0,west,0.3315,25.0,male,55.8584,3360.6162
60.3592,172807.2118,yes,0.2147,412.2907,84676.5117,enterprise,1200.0,west,0.0346,61.9177,female,30.2484,5902.8082
41.7469,419234.8212,yes,0.6427,778.3188,75495.1788,enterprise,1200.0,west,0.5437,25.0,male,46.5173,14267.7
49.1484,388381.2746,yes,0.1798,491.3265,66487.0362,enterprise,1200.0,east,0.7785,25.0,female,118.9922,10589.1164
34.5247,816285.1616,yes,0.9173,333.5452,298921.2225,enterprise,1200.0,north,0.8465,79.7391,other,43.2218,16784.6058
63.7625,358783.1327,yes,0.5916,722.0717,106152.9624,enterprise,1200.0,south,0.1421,90.0,female,100.5669,16208.2129
23.596,232623.3581,yes,0.2188,615.8691,1204.3654,enterprise,1200.0,east,0.2015,25.0,female,86.3156,18375.697
70.0,774366.4988,yes,0.8465,816.4017,288207.0663,enterprise,1200.0,west,0.9419,39.5596,other,13.0228,6036.0013
58.2492,174202.671,yes,0.9687,716.1362,278724.7175,enterprise,1200.0,north,0.2232,58.895,other,21.8668,6137.1578
61.5245,572834.7927,yes,0.8508,762.4982,170677.3437,enterprise,1200.0,north,0.3182,80.8807,male,73.7544,12793.2958
32.7557,982379.6549,yes,0.1679,831.1922,27529.0778,enterprise,1200.0,east,0.6391,88.6654,male,54.149,5304.9836
24.6981,1281.1575,yes,0.3859,739.5507,290761.4457,enterprise,1200.0,north,0.4931,37.8713,female,65.9769,2029.4698
67.5501,33412.7865,yes,0.0201,456.6766,32312.7895,enterprise,1200.0,west,0.8879,25.0,other,9.9253,18836.741
70.0,164997.1948,yes,0.8898,394.2623,31276.0855,enterprise,1200.0,south,0.19,69.7197,male,86.9225,14599.7501
21.0774,571769.8079,yes,0.8399,392.154,108887.8474,enterprise,1200.0,north,0.2945,66.202,other,72.4256,3994.2963
23.08,843769.0743,yes,0.3084,538.4804,147239.9468,enterprise,1200.0,west,0.0911,54.4126,female,23.0009,17709.9684
46.8336,226242.2803,yes,0.2686,336.9836,225918.3075,enterprise,1200.0,east,0.0857,34.3791,male,65.4324,19414.14
43.9552,535514.412,yes,0.8669,584.8946,264614.507,enterprise,1200.0,west,0.079,90.0,female,86.0024,10042.5273
28.3642,211890.1596,yes,0.1927,325.6055,24432.1881,enterprise,1200.0,east,0.2019,82.2564,female,18.5975,11901.358
